poem_id,poet_name,poem,translation,notes,meaning,poet_name_e,title,title_e
30.0,கணிமேதாவியார்,"திங்களுள் வில்லெழுதித் தேராது வேல் விலக்கித்
தங்களுள்ளாள் என்னும் தாழ்வினால் இங்கண் 
புனங்காக்க வைத்தார் போல் பூங்குழலைப் போந்தென்
மனங்காக்க வைத்தார் மருண்டு
","Like those who placed on
the moon bows and spears
without consideration for
others,
the young woman with flowers
on her hair, entered my mind,
caused it to panic and to be on
guard.
",Not available,"திங்களுள் – in the moon, வில் எழுதி – placed bows, drew bows, தேராது – without consideration, வேல் விலக்கி – placed two spears spacing them, தங்களுள்ளாள் என்னும் – because she was of their family, தாழ்வினால் – due to a mistake, due to thinking as low, இங்கண் புனங்காக்க வைத்தார் போல் – like those who made her guard the millet field here, பூங்குழலை – the woman with flowers on her hair, போந்தென் மனங்காக்க வைத்தார் – entered and caused my mind to be on guard, மருண்டு – with fear",Kani Methaaviyaar,"குறிஞ்சி தலைவன் தன் தோழனிடம் சொன்னது
","Kurinji What the hero said to his friend
"
31.0,கணிமேதாவியார்,"தன் குறையிது என்னான் தழை கொணரும் தண் சிலம்பன்
நின் குறை என்னும் நினைப்பினனாய்ப் பொன் குறையும்
நாள் வேங்கை நீழலுள் நண்ணான் எவன் கொலோ
கோள் வேங்கையன்னான் குறிப்பு
","He does not think about his
problems, the lord of the cool
mountain slopes, who brings
brings leaf garments to you.
He comes with thoughts of
receiving your favor and does
not rest in the shade of vēngai
trees with new flowers that
surpass gold.
What does he think, the man
who is like a murderous tiger?
",தலைவனின் மனக்கருத்து யாதாக இருக்கலாம் என வினவியது.,"தன் குறை இது என்னான் – does not think about his problems, தழை கொணரும் தண் சிலம்பன் – the lord of the cool slopes who brings leaf garments, நின் குறை என்னும் நினைப்பினனாய் – comes with thoughts of getting your favors, பொன் குறையும் – reduces gold, surpasses gold, நாள் வேங்கை நீழல் உள் நண்ணான் – does not stay in the shade of kino trees with fresh flowers, Pterocarpus marsupium (நீழல் – நீட்டல் விகாரம்), எவன் கொலோ – what is it (கொல், ஓ – அசைநிலைகள்), கோள் வேங்கை அன்னான் – one who is like a murderous tiger, குறிப்பு – thought",Kani Methaaviyaar,"குறிஞ்சி தோழி தலைவியிடம் சொன்னது
","Kurinji What the heroine’s friend said to her
"
32.0,கணிமேதாவியார்,"பானல் அம் தண் கழிப் பாடு அறிந்து தன்னைமார்
நூல் நல நுண் வலையால் நொண்டெடுத்த கானல்
படு புலால் காப்பாள் படை நெடுங்கண் நோக்கம்
கடி பொல்லா என்னையே காப்பு
","The large, spear-like eyes of
the young woman
do not protect the drying fish.
They protect me.
",Not available,"பானல் – blue waterlilies, அம் – pretty, தண் கழி – the cool backwaters, பாடு அறிந்து தன் ஐமார் – her brothers knowing the situation, நூல் நல நுண் வலையால் – with delicate net made with fine thread, நொண்டெடுத்த – removed abundantly, கானல் படு புலால் காப்பாள் – one who guards dried fish in the grove, படை – weapon, spears, நெடுங்கண் நோக்கம் – looks with large/long eyes, கடி பொல்லா – do not protect, என்னையே காப்பு – they protect me",Kani Methaaviyaar,"நெய்தல் தலைவன் தன் தோழனிடம் சொன்னது
","Neythal What the hero said to his friend
"
33.0,கணிமேதாவியார்,"பெருங்கடல் வெண்சங்கு காரணமாப் பேணாது
இருங்கடல் மூழ்குவார் தங்கை இருங்கடலுள்
முத்தன்ன வெண்முறுவல் கண்டு உருகி நைவார்க்கே
ஒத்தனம் யாமே உளம்
","I am like the sad men,
who do not care about their
own lives.
","முத்தைப் போன்ற பற்கள் – அகநானூறு 27 – முத்தின் அன்ன நகைப் பொலிந்து இலங்கும் எயிறு, ஐங்குறுநூறு 185 – இலங்கு முத்து உறைக்கும் எயிறு, ஐங்குறுநூறு 380 – முத்து ஏர் வெண்பல், கலித்தொகை 64 – முத்து ஏர் முறுவலாய், கலித்தொகை 93 – முத்து ஏர் முறுவலாய், கலித்தொகை 97 – முத்து ஏர் முறுவலாய், கலித்தொகை 97 – முத்து ஏய்க்கும் வெண்பல், கலித்தொகை 131 – முத்தின் தகை ஏய்க்கும் முறுவலாய், பரிபாடல் 8 – எழில் முத்து ஏய்க்கும் வெண்பல், பரிபாடல் திரட்டு 2 – முத்த முறுவல்,  பொருநராற்றுப்படை 27 – துவர்வாய்ப் பல உறு முத்தின் பழி தீர் வெண்பல், சிறுபாணாற்றுப்படை 57 – நகாஅர் அன்ன நளி நீர் முத்தம், நெடுநல்வாடை 37 – முத்து உறழ் முறுவல்","பெருங்கடல் வெண்சங்கு காரணமா – for the white conch in the huge ocean, பேணாது – not caring about their own lives, இருங்கடல் மூழ்குவார் – those who dive into the vast/dark ocean, தங்கை – younger sister, இருங்கடலுள் முத்தன்ன – like the pearls from the vast/dark ocean, வெண்முறுவல் – white smiling teeth, கண்டு உருகி நைவார்க்கே ஒத்தனம் யாமே உளம் – I am like the sad men who saw and melted",Kani Methaaviyaar,"நெய்தல் தலைவன் தன் தோழனிடம் சொன்னது
","Neythal What the hero said to his friend
"
34.0,கணிமேதாவியார்,"தாமரை தான் முகமாத் தண் அடை ஈர் மா நீலம்
காமர் கண் ஆகக் கழி துயிற்றும் காமரு சீர்த்
தண் பரப்ப பாயிருள் நீ வரின் தாழ் கோதையாள்
கண் பரப்பக் காணீர் கசிந்து
","Oh lord of the lovely, cool
ocean!
If you come in pitch darkness
when the backwaters are
sleeping,
you will see her shed tears,
the young woman wearing
a long flower garland,
whose face is like a lotus
blossom, and pretty eyes are
like moist, dark, blue waterlily
flowers.
",வரைவு கடாயது.,"தாமரை தான் முகமா – lotus as her face, தண் – cool, அடை – green, ஈர் – wet, மா நீலம் – huge/dark blue, காமர் கண் ஆக – as beautiful eyes, கழி துயிற்றும் – when the backwaters sleep, காமரு சீர்த் தண் பரப்ப – lord of the cool ocean, பாயிருள் நீ வரின் – if you come in pitch darkness, தாழ் கோதையாள் – the young woman with a long garland, low hanging garland, கண் பரப்பக் காணீர் கசிந்து – you will see that her eyes will shed tears",Kani Methaaviyaar,"நெய்தல் தோழி தலைவனிடம் சொன்னது
","Neythal What the heroine’s friend said to the hero
"
35.0,கணிமேதாவியார்,"புலால் அகற்றும் பூம் புன்னைப் பொங்கு நீர்ச் சேர்ப்ப
நிலா அகற்றும் வெண் மணல் தண் கானல் சுலா அகற்றிக்
கங்குல் நீ வாரல் பகல் வரின் மாக் கவ்வையாம்
மங்குல் நீர் வெண் திரையின் மாட்டு
","Oh lord of the overflowing
shores where punnai flowers
that bloom remove fish stink!
Do not come at night to the cool
grove with white sand whose luster
dulls the brightness of the moon,
making her mind swirl.
If you come during the day near the
cloud-like waters of the ocean with
white waves, heavy gossip will arise.
",இரவும் பகலும் வராதே எனக் கூறி வரைவு கடாயது.,"புலால் அகற்றும் பூம் புன்னை – flowering punnai trees that remove flesh stink, Calophyllum inophyllum, பொங்கு நீர்ச் சேர்ப்ப – oh lord of the shores of the ocean with overflowing waters, நிலா அகற்றும் வெண் மணல் – white sand that is so bright that it dulls the light of the moon, தண் கானல் – cool seashore grove, சுலா – mind swirling, அகற்றி – to remove, கங்குல் நீ வாரல் – do not come at night, பகல் வரின் – if you come during the day,  மாக் கவ்வையாம் – lots of gossip will rise, மங்குல் நீர் – cloud-like water, வெண் திரையின் மாட்டு – near the white waves",Kani Methaaviyaar,"நெய்தல் தோழி தலைவனிடம் சொன்னது
","Neythal What the heroine’s friend said to the hero
"
36.0,கணிமேதாவியார்,"முருகுவாய் முள் தாழை நீள் முகை பார்ப்பென்றே
குருகு வாய்ப் பெய்து இரை கொள்ளாது உருகி மிக
இன்னா வெயில் சிறகால் மறைக்கும் சேர்ப்ப நீ
மன்னா வரவு மற
","Oh lord of the shores
where a heron thinks a long
bud of a thālai tree is its
child and tries to feed it,
gets sad when the bud does
not eat the food,
and covers it gingerly with
its wings, shielding it from
the harsh sun!
Forget coming here for short
visits!
",வரைவு கடாயது.,"முருகுவாய் முள் தாழை – fragrant thālai trees with thorns (முருகு – fragrance), pandanas odoratissimus, நீள் முகை – long buds, பார்ப்பென்றே – thinking that it is it’s child, குருகு வாய்ப் பெய்து – heron tries to put food in its mouth, இரை கொள்ளாது உருகி – became sad that it doesn’t eat food, மிக இன்னா வெயில் – harsh sun, சிறகால் மறைக்கும் – hides with its wings, சேர்ப்ப – oh lord of the shores, நீ மன்னா வரவு மற – forget coming temporarily",Kani Methaaviyaar,"நெய்தல் தோழி தலைவனிடம் சொன்னது
","Neythal What the heroine’s friend said to the hero
"
37.0,கணிமேதாவியார்,"ஓத நீர் வேலி உரை கடியாப் பாக்கத்தார்
காதல் நீர் வாராமை கண்ணோக்கி ஓத நீர்
அன்று அறியும் ஆதலால் வாராது அலர் ஒழிய
மன்று அறியக் கொள்ளீர் வரைந்து
","The ocean waves know
the promises you made
to her then.
So, do not come like this.
Marry her for the town
to know.
Then she does not have
to wait for you with
tear-filled eyes.  Also, the
gossip in our town with
ocean with waves as its
fence will end, and people
will not utter harsh words.
",வரைவு கடாயது.,"ஓத நீர் வேலி – ocean with waves as a protection, உரை கடியா – not ushering harsh words (கடியா – ஈறுகெட்ட எதிர்மறை வினையெச்சம்), பாக்கத்தார் – seashore town residents, காதல் – love, நீர் வாராமை – you not coming, கண்ணோக்கி – looking, ஓத நீர் அன்று அறியும் –the waves knew then, ஆதலால் – so, வாராது – not coming (like this), அலர் ஒழிய – for gossip to end, மன்று அறியக் கொள்ளீர் வரைந்து – come and marry her for the whole town to know",Kani Methaaviyaar,"நெய்தல் தோழி தலைவனிடம் சொன்னது
","Neythal What the heroine’s friend said to the hero
"
38.0,கணிமேதாவியார்,"மாக்கடல் சேர் வெண்மணல் தண் கானல் பாய் திரை சேர்
மாக்கடல் சேர் தண் பரப்பன் மார்பு அணங்கா மாக்கடலே
என் போலத் துஞ்சாய் இது செய்தார் யார் உரையாய் 
என் போலும் துன்பம் நினக்கு
","Oh huge ocean that is not distressed
by the chest of the lord of the cool
ocean with leaping waves that lap the
white sand with cool groves!
Like me, you are not sleeping.
Who caused you sorrow like mine?
Tell me!
","குறுந்தொகை 163 – யார் அணங்கு உற்றனை கடலே, பூழியர் சிறுதலை வெள்ளைத் தோடு பரந்தன்ன மீன் ஆர் குருகின் கானலம் பெருந்துறை வெள் வீத் தாழை திரை அலை நள்ளென் கங்குலுங் கேட்கு நின் குரலே.","மாக்கடல் சேர் வெண்மணல் – white sand that adjoins the huge/dark ocean, தண் கானல் – cool groves, பாய் திரை – leaping waves, சேர் – join, மாக்கடல் – huge ocean, dark ocean, சேர் – joining, தண் பரப்பன் – lord of the cool ocean, மார்பு – chest, அணங்கா – not fearing, not distressed, மாக்கடலே – oh huge ocean, oh dark ocean, என் போலத் துஞ்சாய் – you are not sleeping, like me, இது செய்தார் யார் – who caused this, உரையாய் – tell me, என் போலும் துன்பம் நினக்கு – sorrow like that of mine",Kani Methaaviyaar,"நெய்தல் தலைவி கடலிடம் சொன்னது
","Neythal What the heroine said to the ocean
"
39.0,கணிமேதாவியார்,"தந்தார்க்கே ஆம் ஆல் தட மென் தோள் இன்ன நாள்
வந்தார்க்கே ஆம் என்பார்வாய் காண்பாம் வந்தார்க்கே
கா வா இள மணல் தண் கழிக் கானல்வாய்ப்
பூவா இள ஞாழல் போது
","Her thick, delicate arms are only
for the man who brought her
gnālal flowers from young trees
that had just put out blossoms,
who came to the cool groves near
the backwaters that offer shade
to those who come.
Let us listen to the words of those
who say that she is for the man
who has come for her hand today.
",தோழி செவிலிக்கு அறத்தொடு நின்றது.,"தந்தார்க்கே – the man who gave, ஆம் – fitting, ஆல் – அசை நிலை, தட மென் தோள் – large delicate arms, இன்ன நாள் வந்தார்க்கே – those who have come today, ஆம் – fitting, என்பார்வாய் – those who agree, காண்பாம் – let us see, வந்தார்க்கே – to those who come, கா வா – that protects, இள மணல் – fine sand, தண் கழிக் கானல்வாய் – cool grove near the backwaters, பூவா – not bloomed earlier, freshly bloomed, இள ஞாழல் – young gnālal trees, புலிநகக்கொன்றை மரம், tigerclaw tree, cassia sophera, போது – buds/flowers",Kani Methaaviyaar,"நெய்தல் தோழி செவிலியிடம் சொன்னது
","Neythal What the heroine’s friend said to the foster mother
"
40.0,கணிமேதாவியார்,"தன் துணையோடு ஆடும் அலவனையும் தான் நோக்கா
இன் துணையோடு ஆட இயையுமோ இன் துணையோடு
ஆடினாய் நீயாயின் அந் நோய்க்கு என் நொந்தென்று
போயினான் சென்றான் புரிந்து
","He looked at a crab playing
with its mate and said to it,
lover like this?
What is the use of telling you
about my anguish since you
are playing with your sweet
mate?”
He has gone again, without
returning.
",குறை நயப்பித்தது.,"தன் துணையோடு ஆடும் அலவனையும் – crab that plays with its mate, தான் நோக்கா – he looked, இன் துணையோடு – with sweet mate, ஆட இயையுமோ – is it possible to play, இன் துணையோடு ஆடினாய் நீயாயின் – you are playing with your partner, அந் நோய்க்கு – for that disease, என் நொந்தென்று – about my pain, போயினான் – one who left, சென்றான் புரிந்து – he has left without returning",Kani Methaaviyaar,"நெய்தல் தோழி தலைவியிடம் சொன்னது
","Neythal What the heroine’s friend said to her
"
41.0,கணிமேதாவியார்,"உருகுமால் உள்ளம் ஒரு நாளும் அன்றால்
பெருகுமால் நம் அலர் பேணப் பெருகா
ஒருங்குவால் மின்னோடு உருமுடைத்தாய் பெய்வான்
நெருங்குவான் போல நெகிழ்ந்து
","My mind melts in sorrow,
and it is not just for a single
day.
Gossip has spread greatly
among others,
like clouds with thunder and
silver colored lightning that
are ready to come down as rain.
",தனது ஆற்றாமையைச் சொல்லியது.,"உருகுமால் உள்ளம் – my mind melts (உருகுமால் – ஆல் அசை நிலை), ஒரு நாளும் அன்றால் – not just for a single day (அன்றால் – ஆல் அசை நிலை), பெருகுமால் நம் அலர் பேணப் பெருகா – gossip about us has spread greatly among others (பெருகுமால் – ஆல் அசை நிலை), ஒருங்கு – together வால் – silver, white, மின்னோடு – with lightning, உருமுடைத்தாய் – with thunder, பெய்வான் நெருங்குவான் போல – like rain that is ready to come down, நெகிழ்ந்து – softened",Kani Methaaviyaar,"நெய்தல் தலைவி தோழியிடம் சொன்னது  சிறைப்புறத்தானாகிய தலைவன் கேட்கும்படி
","Neythal What the heroine said to her friend  as the hero listened nearby
"
42.0,கணிமேதாவியார்,"கவளக் களிப்பியன்மால் யானை சிற்றாளி
தவழத்தான் நில்லாதது போல் பவளக்
கடிகையிடைமுத்தம் காண்தொறும் நில்லா
தொடிகையிடை முத்தம் தொக்கு
","Like a happily eating, huge
elephant that is unable to face
a small, crawling lion cub,
the many pearls on her bangles
are unable to face her pearl-like
teeth between her lips resembling
coral pieces, whenever they see
them.
","தலைவன் தன் குறையை நயமாகத் தெரிவித்தான்.  முத்தைப் போன்ற பற்கள் – அகநானூறு 27 – முத்தின் அன்ன நகைப் பொலிந்து இலங்கும் எயிறு, ஐங்குறுநூறு 185 – இலங்கு முத்து உறைக்கும் எயிறு, ஐங்குறுநூறு 380 – முத்து ஏர் வெண்பல், கலித்தொகை 64 – முத்து ஏர் முறுவலாய், கலித்தொகை 93 – முத்து ஏர் முறுவலாய், கலித்தொகை 97 – முத்து ஏர் முறுவலாய், கலித்தொகை 97 – முத்து ஏய்க்கும் வெண்பல், கலித்தொகை 131 – முத்தின் தகை ஏய்க்கும் முறுவலாய், பரிபாடல் 8 – எழில் முத்து ஏய்க்கும் வெண்பல், பரிபாடல் திரட்டு 2 – முத்த முறுவல்,  பொருநராற்றுப்படை 27 – துவர்வாய்ப் பல உறு முத்தின் பழி தீர் வெண்பல், சிறுபாணாற்றுப்படை 57 – நகாஅர் அன்ன நளி நீர் முத்தம், நெடுநல்வாடை 37 – முத்து உறழ் முறுவல்","கவளக் களிப்பியன் – with the nature of being joyous of eating food balls, மால்யானை – a huge elephant, சிற்றாளி – a little āli, lion or hyena, தவழத்தான் – one that is crawling, a young one, நில்லாதது போல் – like how it is afraid to stand/face, பவளக் கடிகையிடை – between coral pieces, முத்தம் காண்தொறும் – whenever they see her pearl-like teeth between her coral lips, நில்லா – unable to face, தொடி கையிடை முத்தம் – pearls on her bangles, தொக்கு – together, collectively",Kani Methaaviyaar,"நெய்தல் தலைவன் தோழியிடம் சொன்னது
","Neythal What the hero said to the heroine’s friend
"
43.0,கணிமேதாவியார்,"கடல் கோடு இரு மருப்புக் கால் பாகனாக
அடல் கோட்டு யானை திரையா உடற்றிக்
கரை பாய் நீள் சேர்ப்ப கனையிருள் வாரல்
வரைவாய் நீயாகவே வா
","Oh lord of the long shores
where conch in the ocean are
like huge tusks, the wind is
like an elephant keeper,
and the waves attacking the
shores are like elephants with
murderous tusks!
Do not come in pitch darkness!
Please come and marry her!
",வரைவு கடாயது.,"கடல் கோடு – conch in the ocean, இரு மருப்பு – huge tusks, கால் பாகனாக – wind as elephant keeper, அடல் கோட்டு யானை – elephant with murderous tusks, or murderous tusked elephants, திரையா- as waves, உடற்றி – causing sorrow, கரை பாய் – leaping toward the shores, நீள் சேர்ப்ப – oh lord of the long shores, கனை இருள் வாரல் – do not come when it is pitch dark, வரைவாய் நீயாகவே வா – come yourself with a desire to marry her",Kani Methaaviyaar,"நெய்தல் தோழி தலைவனிடம் சொன்னது
","Neythal What the heroine’s friend said to the hero
"
44.0,கணிமேதாவியார்,"கடும் புலால் புன்னை கடியும் துறைவ
படும் புலால் புள் கடிவான் புக்க தடம் புல் ஆம்
தாழை மா ஞாழல் ததைந்து உயர்ந்த தாழ் பொழில்
ஏழை மான் நோக்கி இடம்
","Oh lord of the shores where
punnai flowers remove the
reeking stink of flesh!
The place of the young woman
with looks of a pitiful deer,
is the grove with thālai trees
which are like thick grass, and
tall and dense gnālal trees under
which people stay.
",பகற்குறியிடம் காட்டியது.,"கடும் புலால் புன்னை கடியும் துறைவ – oh lord of the shores where punnai flowers remove the stink of flesh, Calophyllum inophyllum, படும் புலால் – cut up fish, புள் கடிவான் – chase birds, புக்க – enter, தடம் புல் ஆம் தாழை – thālai trees that are like thick grasses, pandanas odoratissimus, மா ஞாழல் – huge gnālal trees, புலிநகக்கொன்றை மரம், tigerclaw tree, cassia sophera, ததைந்து உயர்ந்த – dense and tall, தாழ் பொழில் – grove where people stay, ஏழை மான் நோக்கி – looks of a pitiful/naïve deer, இடம் – place (where we play)",Kani Methaaviyaar,"நெய்தல் தோழி தலைவனிடம் சொன்னது
","Neythal What the heroine’s friend said to the hero
"
45.0,கணிமேதாவியார்,"தாழை தவழ்ந்து உலாம் வெண்மணல் தண் கானல்
மாழை நுளையர் மடமகள் ஏழை
இணை நாடில் இல்லா இருந் தடங்கண் கண்டும்
துணை நாடினன் தோம் இலன்
","My faultless friend sought me
even after seeing the dark, huge
eyes with no equal,
belonging to the naïve, pretty
daughter of fishermen who live
in the cool groves with wide, white
sand and spread thālai trees.
",Not available,"தாழை – thālai trees, pandanas odoratissimus, தவழ்ந்து – spread, moving, உலாம் வெண் மணல் – spread white sand, தண் கானல் – cool groves, மாழை – beautiful, நுளையர் மடமகள் – young/naïve daughter of fishermen, ஏழை – this naïve woman, இணை நாடில் இல்லா – no equal if analyzed, இருந்தடங்கண் – dark large eyes, கண்டும் – even on seeing, துணை நாடினன் – sought me who is a friend, தோம் இலன் – does not have any fault",Kani Methaaviyaar,"நெய்தல் தலைவனின் தோழன் சொன்னது
","Neythal What the hero’s friend said
"
46.0,கணிமேதாவியார்,"தந்து ஆயல் வேண்டா ஓர் நாள் கேட்டுத் தாழாது
வந்தால் நீ எய்துதல் வாயால் மற்று எந்தாய்
மறி மகர வார் குழையாள் வாழாள் நீ வாரல்
எறி மகரம் கொட்கும் இரா
","Oh Lord!  Do not analyze
with others.  Choose a good
day and come without delay,
so that you can attain her for
sure.
Do not come at night,
when attacking sharks swim
close to the shore.  If you do
that, the young woman with
long earrings with small shark
designs, will not live.
",வரைவு கடாயது.,"தந்து ஆயல் வேண்டா – do not analyze with others, ஓர் நாள் – one day, கேட்டு – listening, தாழாது வந்தால் – if you come without delay, நீ எய்துதல் வாயால் – you will attain for sure (வாயால் – ஆல் அசை நிலை), மற்று – ஆல் அசை நிலை, எந்தாய் – oh my lord, மறி மகர வார் குழையாள் வாழாள் – the young woman with long earrings with small shark patterns will not live, நீ வாரல் – you should not come, எறி மகரம் கொட்கும் – when attacking sharks swim about, இரா – night",Kani Methaaviyaar,"நெய்தல் தோழி தலைவனிடம் சொன்னது
","Neythal What the heroine’s friend said to the hero
"
47.0,கணிமேதாவியார்,"பண்ணாது பண் மேல் தே பாடும் கழிக்கானல்
எண்ணாது கண்டார்க்கே ஏர் அணங்கால் எண்ணாது
சாவார் சான்றாண்மை சலித்திலா மற்று இவளைக்
காவார் கயிறுரீஇ விட்டார்
","The grove on the shore of the
backwaters, where bees sing
sweet music created without yāls,
appears like a pretty deity to those
who see it without analyzing.
Her parents, who do not differ
from the wise who die not caring
about the world, have not protected
her, like those who failed to tether
a bull with a rope.
",Not available,"பண்ணாது பண் மேல் தே பாடும் – where bees sing sweet tunes without a yāl, கழிக்கானல் – groves near the backwaters, எண்ணாது – not analyzing, கண்டார்க்கே – to those who see, ஏர் – beautiful, அணங்கால் – like a deity (ஆல் அசை நிலை), எண்ணாது – not thinking (about this world), சாவார் – those who die, சான்றாண்மை – wisdom, சலித்திலா – without fatigue, not differing, மற்று – அசை நிலை, இவளைக் காவார் – and those who do not protect her, கயிறு உரீஇ விட்டார் – are like those who did not tie a rope around a bull (உரீஇ – சொல்லிசை அளபெடை)",Kani Methaaviyaar,"நெய்தல் தோழன் தலைவனிடம் சொன்னது
","Neythal What the hero’s friend said to him
"
48.0,கணிமேதாவியார்,"திரை மேல் போந்து எஞ்சிய தெள் கழிக் கானல்
விரை மேவும் பாக்கம் விளக்காக் கரை மேல்
விடுவாய் பசும்புற இப்பி கால் முத்தம்
படுவாய் இருள் அகற்றும் பாத்து
","The pearls thrown out by oysters
with split mouths and green backs,
that come ashore on waves,
light our small village on the shores
of the clear backwaters with fragrant
groves, splitting and removing
darkness.
",இரவுக்குறி மறுத்தது.,"திரை மேல் போந்து – riding on the waves, எஞ்சிய – came ashore, தெள் கழி – clear backwaters, கானல் – grove, விரை மேவும் – fragrance spread, பாக்கம் – seaside village, விளக்கா – as a lamp, கரை மேல் – on the shore, விடுவாய் – split mouth, பசும்புற இப்பி கால் முத்தம் – pearls thrown by oysters with green backs, படுவாய் இருள் அகற்றும் – removes the darkness there, பாத்து – split",Kani Methaaviyaar,"நெய்தல் தோழி தலைவனிடம் சொன்னது
","Neythal What the heroine’s friend said to the hero
"
49.0,கணிமேதாவியார்,"எங்கு வருதி இருங்கழித் தண் சேர்ப்ப
பொங்கு திரையுதைப்பப் போந்து எழிந்த சங்கு
நரன்று உயிர்த்த நித்திலம் நள்ளிருள் கால் சீக்கும்
வரன்று உயிர்த்த பாக்கத்து வந்து
","Oh lord of the cool shores
with huge backwaters!
How can you come to our
wealthy village on the
seashore,
where pitch darkness is
swept away by pearls from
loud conch that are pushed
to the shores by overflowing
waves?
",இரவுக்குறி மறுத்தது.,"எங்கு வருதி – how can you come, இருங்கழித் தண் சேர்ப்ப – oh lord of the cool shores with huge backwaters, பொங்கு திரை உதைப்ப – pushed by overflowing waves, போந்து எழிந்த சங்கு – conch that came out , நரன்று – sounding, உயிர்த்த – blowing, நித்திலம் நள்ளிருள் கால் சீக்கும் – pearls sweep away pitch darkness, வரன்று – with prosperity, உயிர்த்த – living, பாக்கத்து – seaside village, வந்து – come",Kani Methaaviyaar,"நெய்தல் தோழி தலைவனிடம் சொன்னது
","Neythal What the heroine’s friend said to the hero
"
50.0,கணிமேதாவியார்,"திமில் களிறாகத் திரை பறையாப் பல் புள்
துயில் கெடத் தோன்றும் படையாத் துயில் போல்
குறியா வரவு ஒழிந்து கோல நீர்ச் சேர்ப்ப
நெறியால் நீ கொள்வது நேர்
","Oh lord of the shores with lovely
waters!
Please end coming here like a dream
with no clarity,
where boats are like bull elephants,
waves are like parai drums and flocks
of birds are like an army that ruins
sleep.
It is best that you do the proper thing.
Come and marry her.
",இரவுக்குறி மறுத்தது.,"திமில் களிறாக – boats as male elephants, திரை பறையா – waves as drums, பல் புள் துயில் கெடத் தோன்றும் படையா – flocks of birds as an army that ruins sleep, துயில் போல் – like in sleep (like a dream), குறியா – without clarity, வரவு – you coming here, ஒழிந்து – to end, கோல நீர்ச் சேர்ப்ப – oh lord of the shores with beautiful waters, நெறியால் நீ கொள்வது நேர் – it is best that you do the proper thing (marry her)",Kani Methaaviyaar,"நெய்தல் தோழி தலைவனிடம் சொன்னது
","Neythal What the heroine’s friend said to the hero
"
51.0,கணிமேதாவியார்,"கடும் புலால் வெண்மணல் கானல் உறு மீன் கண்
படும் புலால் பார்த்தும் பகர்தும் அடும்பெலாம்
சாலிகை போல் வலை சாலம் பல உணங்கும்
பாலிகை பூக்கும் பயின்று
","We guard drying fish
from eyeing birds in
the seashore grove with
stinking, white sand
where adumpu flowers
blossom together like
the sprouting seeds in a
ritual pot, and drying
nets are like body armors.
",பகற்குறியிடம் அறியச் சொல்லியது.,"கடும் புலால் வெண்மணல் – white sand with terrible flesh stink, கானல் உறு – in the seashore grove, மீன் கண் படும் புலால் பார்த்தும் – guard drying fish from eyeing birds, பகர்தும் – sell, அடும்பெலாம் – all the adumpu flowers, Ipomoea pes caprae, சாலிகை போல் – like an armor, வலை – nets, சாலம் – fine, பல – many, உணங்கும் – dries, பாலிகை – pot in which seeds sprout, பூக்கும் – flowers, பயின்று – abundant quantities",Kani Methaaviyaar,"நெய்தல் தோழி தலைவனிடம் சொன்னது
","Neythal What the heroine’s friend said to the hero
"
52.0,கணிமேதாவியார்,"திரை பாகனாகத் திமில் களிறாகக்
கரை சேர்ந்த கானல் படையா விரையாது
வேந்து கிளர்ந்தன்ன வேலை நீர்ச் சேர்ப்ப நாள்
ஆய்ந்து வரைதல் அறம்
","Oh lord of the ocean shores,
where waves are like elephant
keepers, boats are like bull
elephants and groves on the
are like armies.
Like a king who rises up
cautiously not speeding,
choose an auspicious day and
come and marry her. It is the
right thing to do!
",வரைவு கடாயது.,"திரை பாகனாக – waves as elephant keepers, திமில் களிறாக – boats as male elephants, கரை சேர்ந்த கானல் படையா – seashore grove as armies, விரையாது – not fast, in a calm manner, வேந்து கிளர்ந்தன்ன – like a king who rose up to fight, வேலை நீர்ச் சேர்ப்ப – oh lord of the ocean waters, நாள் ஆய்ந்து வரைதல் அறம் – it is righteous for you to come and marry her on an auspicious day",Kani Methaaviyaar,"நெய்தல் தோழி தலைவனிடம் சொன்னது
","Neythal What the heroine’s friend said to the hero
"
53.0,கணிமேதாவியார்,"பாறு புரவியாப் பல் களிறு நீள் திமிலாத்
தேறு திரை பறையாப் புள் படையாத் தேறாத
மன் கிளர்ந்த போலும் கடற் சேர்ப்ப மற்று எமர்
முன் கிளர்ந்து எய்தல் முடி
","Oh lord of the ocean,
where vultures are like horses
many bull elephants are like
large boats, clear waves are
like parai drums, bird flocks
are like an army, and the ocean
appears like kings without
clarity who rise up to battle!
You rise up and come in front
of our family and marry her.
",வரைவு கடாயது.,"பாறு புரவியா – vultures as horses, பல் களிறு நீள் திமிலா – many male elephants as long boats, தேறு திரை பறையா – the clear waves as parai drums, புள் படையா – bird flocks as army, தேறாத மன் – kings without clarity, கிளர்ந்த போலும் – like rising, கடற் சேர்ப்ப – oh lord of the ocean, மற்று – அசைநிலை, எமர் முன் – in front of our family, கிளர்ந்து எய்தல் முடி – rise up and attain (get married)",Kani Methaaviyaar,"நெய்தல் தோழி தலைவனிடம் சொன்னது
","Neythal What the heroine’s friend said to the hero
"
