poem_type,poem
அகநானூறு,"இரும்பிழி மாரி அழுங்கல் மூதூர்
விழவு இன்றாயினும் துஞ்சாது ஆகும்
மல்லல் ஆவணம் மறுகுடன் மடியின்
வல் உரைக் கடும் சொல் அன்னை துஞ்சாள்
பிணி கோள் அருஞ்சிறை அன்னை துஞ்சின்  
துஞ்சாக் கண்ணர் காவலர் கடுகுவர்
இலங்கு வேல் இளையர் துஞ்சின் வை எயிற்று
வலஞ்சுரித் தோகை ஞாளி மகிழும்
அரவவாய் ஞமலி மகிழாது மடியின்
பகலுரு உறழ நிலவுக் கான்று விசும்பின்  
அகல்வாய் மண்டிலம் நின்று விரியும்மே
திங்கள் கல் சேர்வு கனை இருள் மடியின்
இல் எலி வல்சி வல்வாய்க் கூகை
கழுது வழங்கு யாமத்து அழிதகக் குழறும்
வளைக் கண் சேவல் வாளாது மடியின்  
மனைச் செறி கோழி மாண் குரல் இயம்பும்
எல்லாம் மடிந்த காலை ஒரு நாள்
நில்லா நெஞ்சத்து அவர் வாரலரே அதனால்
அரி பெய் புட்டில் ஆர்ப்பப் பரி சிறந்து
ஆதி போகிய பாய் பரி நன் மா  
நொச்சி வேலித் தித்தன் உறந்தைக்
கல் முதிர் புறங்காட்டன்ன
பல் முட்டின்றால் தோழி நம் களவே
"
அகநானூறு,"உண்ணாமையின் உயங்கிய மருங்கின்
ஆடாப் படிவத்து ஆன்றோர் போல
வரை செறி சிறு நெறி நிரைபுடன் செல்லும்
கான யானை கவின் அழி குன்றம்
இறந்து பொருள் தருதலும் ஆற்றாய் சிறந்த  
சில் ஐங்கூந்தல் நல் அகம் பொருந்தி
ஒழியின் வறுமை அஞ்சுதி அழிதகவு
உடைமதி வாழிய நெஞ்சே நிலவு என
நெய்கனி நெடுவேல் எஃகிலை இமைக்கும்
மழை மருள் பல் தோல் மா வண் சோழர்  
கழை மாய் காவிரிக் கடல் மண்டு பெருந்துறை
இறவொடு வந்து கோதையொடு பெயரும்
பெருங்கடல் ஓதம் போல
ஒன்றிற் கொள்ளாய் சென்றுதரு பொருட்கே
"
அகநானூறு,"நன்கலம் களிற்றொடு நண்ணார் ஏந்தி
வந்து திறை கொடுத்து வணங்கினர் வழிமொழிந்து
சென்றீக என்ப ஆயின் வேந்தனும்
நிலம் வருத்துறாஅ ஈண்டிய தானையொடு
இன்றே புகுதல் வாய்வது நன்றே  
மாட மாண் நகர்ப் பாடு அமை சேக்கைத்
துனி தீர் கொள்கை நம் காதலி இனிதுறப்
பாசறை வருத்தம் வீட நீயும்
மின்னு நிமிர்ந்தன்ன பொன் இயல் புனை படைக்
கொய் சுவல் புரவிக் கை கவர் வயங்கு பரி  
வண் பெயற்கு அவிழ்ந்த பைங்கொடி முல்லை
வீ கமழ் நெடுவழி ஊது வண்டு இரிய
காலை எய்தக் கடவுமதி மாலை
அந்திக் காவலர் அம் பணை இமிழ் இசை
அரமிய வியல் அகத்து இயம்பும்  
நிரை நிலை ஞாயில் நெடுமதில் ஊரே
"
அகநானூறு,"அரம் போழ் அவ்வளை தோள் நிலை நெகிழ
நிரம்பா வாழ்க்கை நேர்தல் வேண்டி
இரங்காழ் அன்ன அரும்பு முதிர் ஈங்கை
ஆலியன்ன வால் வீ தாஅய்
வை வால் ஓதி மை அணல் ஏய்ப்பத்  
தாது உறு குவளைப் போது பிணி அவிழப்
படாஅப் பைங்கண் பாவடிக் கயவாய்க்
கடாஅம் மாறிய யானை போலப்
பெய்து வறிது ஆகிய பொங்கு செலற் கொண்மூ
மை தோய் விசும்பின் மாதிரத்து உழிதரப்  
பனி அடூஉ நின்ற பானாள் கங்குல்
தமியோர் மதுகை தூக்காய் தண்ணென
முனிய அலைத்தி முரண் இல் காலை
கைதொழு மரபின் கடவுள் சான்ற
செய் வினை மருங்கிற் சென்றோர் வல்வரின்  
விரி உளைப் பொலிந்த பரியுடை நன் மான்
வெருவரு தானையொடு வேண்டு புலத்து இறுத்த
பெரு வளக் கரிகால் முன்னிலைச் செல்லார்
சூடா வாகைப் பறந்தலை ஆடுபெற
ஒன்பது குடையும் நன்பகல் ஒழித்த  
பீடு இல் மன்னர் போல
ஓடுவை மன்னால் வாடை நீ எமக்கே
"
அகநானூறு,"நினவாய் செத்து நீ பல உள்ளிப்
பெரும் புன் பைதலை வருந்தல் அன்றியும்
மலை மிசைத் தொடுத்த மலிந்து செலல் நீத்தம்
தலைநாள் மா மலர் தண் துறைத் தயங்கக்
கடற்கரை மெலிக்கும் காவிரிப் பேரியாற்று  
அறல் வார் நெடுங்கயத்து அரு நிலை கலங்க
மால் இருள் நடுநாள் போகித் தன் ஐயர்
காலைத் தந்த கணைக்கோட்டு வாளைக்கு
அவ் வாங்கு உந்தி அம் சொல் பாண்மகள்
நெடுங்கொடி நுடங்கு நறவு மலி மறுகில்   
பழம் செந்நெல்லின் முகவை கொள்ளாள்
கழங்கு உறழ் முத்தமொடு நன்கலம் பெறூஉம்
பயங்கெழு வைப்பிற் பல் வேல் எவ்வி
நயம் புரி நன் மொழி அடக்கவும் அடங்கான்
பொன் இணர் நறுமலர்ப் புன்னை வெஃகித்  
திதியனொடு பொருத அன்னி போல
விளிகுவை கொல்லோ நீயே கிளியெனச்
சிறிய மிழற்றும் செவ்வாய்ப் பெரிய
கயல் என அமர்த்த உண்கண் புயல் எனப்
புறம் தாழ்பு இருளிய பிறங்கு குரல் ஐம்பால்  
மின் நேர் மருங்குல் குறுமகள்
பின்னிலை விடாஅ மடங்கெழு நெஞ்சே
"
அகநானூறு,"இலங்கு வளை நெகிழச் சாஅய் அல்கலும்
கலங்கு அஞர் உழந்து நாம் இவண் ஒழிய
வலம்படு முரசின் சேரலாதன்
முந்நீர் ஓட்டிக் கடம்பு அறுத்து இமயத்து
முன்னோர் மருள வணங்கு வில் பொறித்து  
நன் நகர் மாந்தை முற்றத்து ஒன்னார்
பணி திறை தந்த பாடு சால் நன்கலம்
பொன் செய் பாவை வயிரமொடு ஆம்பல்
ஒன்றுவாய் நிறையக் குவைஇ அன்று அவண்
நிலம் தினத் துறந்த நிதியத்து அன்ன  
ஒரு நாள் ஒரு பகல் பெறினும் வழிநாள்
தங்கலர் வாழி தோழி செங்கோற்
கருங்கால் மராஅத்து வாஅல் மெல் இணர்ச்
சுரிந்து வணர் பித்தை பொலியச் சூடிக்
கல்லா மழவர் வில் இடம் தழீஇ  
வருநர்ப் பார்க்கும் வெருவரு கவலை
மொழிபெயர் தேஎத்தர் ஆயினும்
பழி தீர் காதலர் சென்ற நாட்டே
"
அகநானூறு,"மன்று பாடு அவிந்து மனை மடிந்தன்றே
கொன்றோர் அன்ன கொடுமையோடு இன்றே
யாமம் கொளவரின் கனைஇக் காமம்
கடலினும் உரைஇக் கரை பொழியும்மே
எவன் கொல் வாழி தோழி மயங்கி  
இன்னம் ஆகவும் நன்னர் நெஞ்சம்
என்னொடும் நின்னொடும் சூழாது கைம்மிக்கு
இறும்பு பட்டு இருளிய இட்டு அருஞ்சிலம்பில்
குறுஞ்சுனைக் குவளை வண்டு படச் சூடிக்
கான நாடன் வரூஉம் யானைக்  
கயிற்றுப் புறத்தன்ன கல் மிசைச் சிறு நெறி
மாரி வானந்தலைஇ நீர் வார்பு
இட்டு அருங்கண்ண படுகுழி இயவின்
இருள் இடை மிதிப்புழி நோக்கி அவர்
தளர் அடி தாங்கிய சென்றது இன்றே  
"
அகநானூறு,"உள்ளல் வேண்டும் ஒழிந்த பின் என
நள்ளென் கங்குல் நடுங்கு துணையாயவர்
நின் மறந்து உறைதல் யாவது புல் மறந்து
அலங்கல் வான் கழை உதிர் நெல் நோக்கிக்
கலை பிணை விளிக்கும் கானத்து ஆங்கண்  
கல் சேர்பு இருந்த கதுவாய்க் குரம்பைத்
தாழி முதல் கலித்த கோழ் இலைப் பருத்திப்
பொதி வயிற்று இளங்காய் பேடை ஊட்டிப்
போகில் பிளந்திட்ட பொங்கல் வெண்காழ்
நல்கூர் பெண்டிர் அல்குல் கூட்டும்  
கலங்கு முனைச் சீறூர் கை தலை வைப்பக்
கொழுப்பு ஆ தின்ற கூர்ம் படை மழவர்
செருப்புடை அடியர் தெண் சுனை மண்டும்
அருஞ்சுரம் அரியவல்ல வார் கோல்
திருந்திழைப் பணைத்தோள் தேன் நாறு கதுப்பின்  
குவளை உண்கண் இவளொடு செலற்கு என
நெஞ்சுவாய் அவிழ்ந்தனர் காதலர்
அம் சில் ஓதி ஆயிழை நமக்கே
"
அகநானூறு,"அம்ம வாழி கேளிர் முன் நின்று
கண்டனிர் ஆயின் கழறலிர் மன்னோ
நுண் தாது பொதிந்த செங்கால் கொழுமுகை
முண்டகம் கெழீஇய மோட்டு மணல் அடைகரைப்
பேஎய்த் தலைய பிணர் அரைத் தாழை  
எயிறுடை நெடுந்தோடு காப்பப் பலவுடன்
வயிறுடைப் போது வாலிதின் விரீஇப்
புலவுப் பொருது அழித்த பூ நாறு பரப்பின்
இவர் திரை தந்த ஈர்ங்கதிர் முத்தம்
கவர் நடைப் புரவிக் கால் வடுத் தபுக்கும்  
நற்தேர் வழுதி கொற்கை முன்துறை
வண்டு வாய் திறந்த வாங்கு கழி நெய்தல்
போது புறங்கொடுத்த உண்கண்
மாதர் வாண் முகம் மதைஇய நோக்கே
"
அகநானூறு,"விசும்புற நிவந்த மாத்தாள் இகணைப்
பசுங்கேழ் மெல்லிலை அருகு நெறித்தன்ன
வண்டுபடுபு இருளிய தாழ் இருங்கூந்தல்
சுரும்பு உண விரிந்த பெருந்தம் கோதை
இவளினும் சிறந்தன்று ஈதல் நமக்கு என  
வீளை அம்பின் விழுத்தொடை மழவர்
நாள் ஆ உய்த்த நாம வெஞ்சுரத்து
நடை மெலிந்து ஒழிந்த சேண் படர் கன்றின்
கடைமணி உகு நீர் துடைத்த ஆடவர்
பெயரும் பீடும் எழுதி அதர்தொறும்  
பீலி சூட்டிய பிறங்கு நிலை நடுகல்
வேல் ஊன்று பலகை வேற்று முனை கடுக்கும்
வெருவரு தகுந கானம் நம்மொடு
வருக என்னுதி ஆயின்
வாரேன் நெஞ்சம் வாய்க்க நின் வினையே  
"
அகநானூறு,"ஏனலும் இறங்கு குரல் இறுத்தன நோய் மலிந்து
ஆய் கவின் தொலைந்த இவள் நுதலும் நோக்கி
ஏதில மொழியும் இவ்வூரும் ஆகலின்
களிற்று முகம் திறந்த கவுளுடைப் பகழி
வால் நிணப் புகவின் கானவர் தங்கை  
அம் பணை மென்தோள் ஆய் இதழ் மழைக்கண்
ஒல்கு இயல் கொடிச்சியை நல்கினை ஆயின்
கொண்டனை சென்மோ நுண் பூண் மார்ப
துளி தலைத் தலைஇய சாரல் நளி சுனைக்
கூம்பு முகை அவிழ்த்த குறுஞ்சிறைப் பறவை  
வேங்கை விரி இணர் ஊதிக் காந்தள்
தேனுடைக் குவி குலைத் துஞ்சி யானை
இருங்கவுள் கடாஅம் கனவும்
பெருங்கல் வேலி நும் உறைவு இன் ஊர்க்கே
"
அகநானூறு,"குன்றி அன்ன கண்ண குரூஉ மயிர்ப்
புன் தாள் வெள்ளெலி மோவாய் ஏற்றை
செம் பரல் முரம்பில் சிதர்ந்த பூழி
நன்னாள் வேங்கை வீ  நன்களம் வரிப்பக்
கார் தலைமணந்த பைம்புதல் புறவின்  
வில் எறி பஞ்சியின் வெண்மழை தவழும்
கொல்லை இதைய குறும்பொறை மருங்கில்
கரி பரந்தன்ன காயாஞ்செம்மலொடு
எரி பரந்தன்ன இல மலர் விரைஇப்
பூங்கலுழ் சுமந்த தீம் புனல் கான் யாற்று  
வான் கொள் தூவல் வளிதர உண்கும்
எம்மொடு வருதல் வல்லையோ மற்று எனக்
கொன் ஒன்று வினவினர் மன்னே தோழி
இதல் முள் ஒப்பின் முகை முதிர் வெட்சி
கொல் புனக் குருந்தொடு கல் அறை தாஅம்  
மிளை நாட்டு அத்தத்து ஈர்ஞ்சுவல் கலித்த
வரி மரல் கறிக்கும் மடப்பிணைத்
திரி மருப்பு இரலைய காடு இறந்தோரே
"
அகநானூறு,"வானம் வாய்ப்பக் கவினிக் கானம்
கமஞ்சூல் மா மழை கார் பயந்து இறுத்தென
மணி மருள் பூவை அணி மலர் இடை இடைச்
செம்புற மூதாய் பரத்தலின் நன்பல
முல்லை வீ கழல் தாஅய் வல்லோன்  
செய்கை அன்ன செந்நிலப் புறவின்
வாஅப் பாணி வயங்கு தொழில் கலி மாத்
தாஅத் தாளிணை மெல்ல ஒதுங்க
இடி மறந்து ஏமதி வலவ குவி முகை
வாழை வான் பூ ஊழ் உறுபு உதிர்ந்த  
ஒழி குலை அன்ன திரி மருப்பு ஏற்றொடு
கணைக் கால் அம் பிணைக் காமர் புணர் நிலை
கடுமான் தேர் ஒலி கேட்பின்
நடுநாள் கூட்டம் ஆகலும் உண்டே
"
அகநானூறு,"திதலை மாமை தளிர் வனப்பு அழுங்கப்
புதலிவர் பீரின் எதிர்மலர் கடுப்பப்
பசலை பாய்ந்த நுதலேன் ஆகி
எழுது எழில் மழைக்கண் கலுழ நோய் கூர்ந்து
ஆதிமந்தியின் அறிவு பிறிதாகிப்  
பேதுற்றிசினே காதலம் தோழி
காய்கதிர் திருகலின் கனைந்து கால் கடுகி
ஆடு தளிர் இருப்பைக் கூடுகுவி வான்பூக்
கோடு கடை கழங்கின் அறை மிசைத் தாஅம்
காடு இறந்தனரே காதலர் அடு போர்  
வீயா விழுப்புகழ் விண் தோய் வியன் குடை
ஈர் எழு வேளிர் இயந்து ஒருங்கு எறிந்த
கழுவுள் காமூர் போலக்
கலங்கின்று மாது அவர்த் தெளிந்த என் நெஞ்சே
"
அகநானூறு,"மைப்பு அறப் புழுக்கின் நெய்க்கனி வெண்சோறு
வரையா வண்மையொடு புரையோர்ப் பேணிப்
புள்ளுப் புணர்ந்து இனிய ஆகத் தெள் ஒளி
அம் கண் இரு விசும்பு விளங்கத் திங்கள்
சகடம் மண்டிய துகள் தீர் கூட்டத்துக்  
கடிநகர் புனைந்து கடவுள் பேணிப்
படு மண முழவொடு பரூஉப்பணை இமிழ
வதுவை மண்ணிய மகளிர் விதுப்புற்றுப்
பூக்கணும் இமையார் நோக்குபு மறைய
மென்பூ வாகைப் புன்புறக் கவட்டிலை  
பழங்கன்று கறித்த பயம்பு அமல் அறுகைத்
தழங்கு குரல் வானின் தலைப்பெயற்கு ஈன்ற
மண்ணு மணி அன்ன மா இதழ்ப் பாவைத்
தண் நறுமுகையொடு வெந்நூல் சூட்டித்
தூ உடைப் பொலிந்து மேவரத் துவன்றி  
மழை பட்டன்ன மணன் மலி பந்தர்
இழை அணி சிறப்பின் பெயர் வியர்ப்பு ஆற்றித்
தமர் நமக்கு ஈத்த தலைநாள் இரவின்
உவர் நீங்கு கற்பின் எம் உயிர் உடம்பு அடுவி
முருங்காக் கலிங்கம் முழுவதும் வளைஇப்  
பெரும் புழுக்குற்ற நின் பிறை நுதல் பொறி வியர்
உறு வளி ஆற்றச் சிறு வரை திற என
ஆர்வ நெஞ்சமொடு போர்வை வவ்வலின்
உறை கழி வாளின் உருவு பெயர்ந்து இமைப்ப
மறை திறன் அறியாள் ஆகி ஒய்யென 
நாணினள் இறைஞ்சியோளே பேணிப்
பரூஉப் பகை ஆம்பல் குரூஉத் தொடை நீவிச்
சுரும்பு இமிர் ஆய் மலர் வேய்ந்த
இரும் பல் கூந்தல் இருள் மறை ஒளித்தே
"
அகநானூறு,"ஆறு செல் வம்பலர் சேறு கிளைத்து உண்ட
சிறும் பல் கேணிப் பிடி அடி நசைஇச்
களிறு தொடூஉக் கடக்கும் கான் யாற்று அத்தம்
சென்று சேர்பு ஒல்லார் ஆயினும் நினக்கே
வென்று எறி முரசின் விறல் போர்ச் சோழர்  
இன் கடுங்கள்ளின் உறந்தை ஆங்கண்
வருபுனல் நெரிதரும் இகு கரைப் பேரியாற்று
உருவ வெண்மணல் முருகு நாறு தண் பொழில்
பங்குனி முயக்கம் கழிந்த வழிநாள்
வீ  இலை அமன்ற மரம் பயில் இறும்பில்  
தீ இல் அடுப்பின் அரங்கம் போலப்
பெரும் பாழ் கொண்டன்று நுதலே தோளும்
தோளா முத்தின் தெண் கடல் பொருநன்
திண்தேர்ச் செழியன் பொருப்பின் கவாஅன்
நல் எழில் நெடுவேய் புரையும்  
தொல் கவின் தொலைந்தன நோகோ யானே
"
அகநானூறு,"இகுளை கேட்டிசின் காதலம் தோழி
குவளை உண்கண் தெண் பனி மல்க
வறிதியான் வருந்திய செல்லற்கு அன்னை
பிறிதொன்று கடுத்தனள் ஆகி வேம்பின்
வெறி கொள் பாசிலை நீலமொடு சூடி 
உடலுநர்க் கடந்த கடல் அம் தானைத்
திருந்து இலை நெடுவேல் தென்னவன் பொதியில்
அருஞ்சிமை இழிதரும் ஆர்த்துவரல் அருவியின்
ததும்பு சீர் இன்னியங்கறங்கக் கைதொழுது
உருகெழு சிறப்பின் முருகு மனைத் தரீஇக்  
கடம்பும் களிறும் பாடி நுடங்குபு
தோடுந்தொடலையும் கைக்கொண்டு அல்கலும்
ஆடினர் ஆதல் நன்றோ நீடு
நின்னொடு தெளித்த நன் மலை நாடன்
குறிவரல் அரை நாள் குன்றத்து உச்சி  
நெறி கெட வீழ்ந்த துன்னரும் கூர் இருள்
திரு மணி உமிழ்ந்த நாகம் காந்தள்
கொழு மடல் புதுப் பூ ஊதும் தும்பி
நன்னிறம் மருளும் அரு விடர்
இன்னா நீள் இடை நினையும் என் நெஞ்சே  
"
அகநானூறு,"துஞ்சுவது போல இருளி விண் பக
இமைப்பது போல மின்னி உறைக்கொண்டு
ஏறுவதுப் போலப் பாடு சிறந்து உரைஇ
நிலம் நெஞ்சு உட்க ஓவாது சிலைத்து ஆங்கு
ஆர் தளி பொழிந்த வார் பெயற் கடை நாள்  
ஈன்று நாள் உலந்த வாலா வெண்மழை
வான் தோய் உயர்வரை ஆடும் வைகறைப்
புதல் ஒளி சிறந்த காண்பு இன் காலைத்
தண் நறும் படுநீர் மாந்திப் பதவு அருந்து
வெண்புறக்கு உடைய திரி மருப்பு இரலை  
வார் மணல் ஒரு சிறைப் பிடவு அவிழ் கொழு நிழல்
காமர் துணையொடு ஏமுற வதிய
அரக்கு நிற உருவின் ஈயல் மூதாய்
பரப்பியவை போல் பாஅய்ப் பலவுடன்
நீர் வார் மருங்கின் ஈர் அணி திகழ  
இன்னும் வாரார் ஆயின் நன்னுதல்
யாது கொல் மற்று அவர் நிலையே காதலர்
கருவிக் கார் இடி இரீஇய
பருவம் அன்று அவர் வருதும் என்றதுவே
"
அகநானூறு,"பெருங்கடல் வேட்டத்துச் சிறுகுடிப் பரதவர்
இருங்கழி செறுவின் உழாஅது செய்த
வெண்கல் உப்பின் கொள்ளை சாற்றி
என்றூழ் விடர குன்றம் போகும்
கதழ் கோல் உமணர் காதல் மட மகள்  
சில் கோல் எல் வளை தெளிர்ப்ப வீசி
நெல்லின் நேரே வெண்கல் உப்பு எனச்
சேரி விலைமாறு கூறலின் மனைய
விளி அறி ஞமலி குரைப்ப வெரீஇய
மதர் கயல் மலைப்பின் அன்ன கண் எமக்கு  
இதை முயல் புனவன் புகை நிழல் கடுக்கும்
மா மூதள்ளல் அழுந்திய சாகாட்டு
எவ்வம் தீர வாங்குந்தந்தை
கை பூண் பகட்டின் வருந்தி
வெய்ய உயிர்க்கும் நோய் ஆகின்றே  
"
அகநானூறு,"அம்ம வாழி தோழி கைம்மிகக்
கனவும் கங்குல் தோறு இனிய நனவும்
புனை வினை நல் இல் புள்ளும் பாங்கின
நெஞ்சும் நனி புகன்று உறையும் எஞ்சாது
உலகு தொழில் உலந்து நாஞ்சில் துஞ்சி  
மழைகால் நீங்கிய மாக விசும்பில்
குறுமுயல் மறு நிறம் கிளர மதி நிறைந்து
அறுமீன் சேரும் அகல் இருள் நடுநாள்
மறுகு விளக்குறுத்து மாலை தூக்கிப்
பழவிறல் மூதூர்ப் பலருடன் துவன்றிய  
விழவு உடன் அயர வருக தில் அம்ம
துவரப் புலர்ந்து தூ மலர் கஞலித்
தகரம் நாறுந்தண் நறுங்கதுப்பின்
புது மண மகடூஉ அயினிய கடிநகர்ப்
பல் கோட்டு அடுப்பில் பால் உலை இரீஇ  
கூழைக் கூந்தல் குறுந்தொடி மகளிர்
பெருஞ்செய் நெல்லின் வாங்கு கதிர் முறித்துப்
பாசவல் இடிக்கும் இருங்காழ் உலக்கைக்
கடிது இடி வெரீஇய கமஞ்சூல் வெண்குருகு
தீங்குலை வாழை ஓங்கு மடல் இராது  
நெடுங்கால் மாஅத்துக் குறும்பறை பயிற்றும்
செல்குடி நிறுத்த பெரும் பெயர்க் கரிகால்
வெல்போர்ச் சோழன் இடையாற்று அன்ன
நல்லிசை வெறுக்கை தருமார் பல் பொறிப்
புலிக்கேழ் உற்ற பூ இடைப் பெருஞ்சினை  
நரந்த நறும்பூ நாள் மலர் உதிரக்
கலை பாய்ந்து உகளும் கல் சேர் வேங்கைத்
தேங்கமழ் நெடுவரைப் பிறங்கிய
வேங்கட வைப்பில் சுரன் இறந்தோரே
"
அகநானூறு,"இலமலர் அன்ன அம் செந்நாவில்
புலம் மீக்கூறும் புரையோர் ஏத்தப்
பலர் மேந்தோன்றிய கவிகை வள்ளல்
நிறை அருந்தானை வெல் போர் மாந்தரம்
பொறையன் கடுங்கோப் பாடிச் சென்ற  
குறையோர் கொள் கலம் போல நன்றும்
உவ இனி வாழிய நெஞ்சே காதலி
முறையின் வழாஅது ஆற்றிப் பெற்ற
கறையடி யானை நன்னன் பாழி
ஊட்டு அரு மரபின் அஞ்சுவரு பேய்எக்  
ஊட்டு எதிர்கொண்ட வாய்மொழி மிஞிலி
புள்ளிற்கு ஏமம் ஆகிய பெரும் பெயர்
வெள்ளத் தானை அதிகன் கொன்று உவந்து
ஒள் வாள் அமலை ஞாட்பின்
பலர் அறிவுறுதல் அஞ்சிப் பைப்பய  
நீர்த்திரள் கடுக்கும் மாசில் வெள்ளிச்
சூர்ப்புறு கோல் வளை செறித்த முன் கைக்
குறை அறல் அன்ன இரும் பல் கூந்தல்
இடனில் சிறு புறத்து இழையொடு துயல்வரக்
கடல் மீன் துஞ்சும் நள்ளென் யாமத்து  
உருவு கிளர் ஏர் வினைப் பொலிந்த பாவை
இயல் கற்றன்ன ஒதுக்கினள் வந்து
பெயல் அலைக் கலங்கிய மலைப் பூங்கோதை
இயல் எறி பொன்னின் கொங்கு சோர்பு உறைப்பத்
தொடிக்கண் வடுக் கொள முயங்கினள் 
வடிப்புறு நரம்பின் தீவிய மொழிந்தே
"
அகநானூறு,"செய்வினைப் பிரிதல் எண்ணிக் கைம்மிகக்
காடு கவின் ஒழியக் கடுங்கதிர் தெறுதலின்
நீடு சினை வறியவாக ஒல்லென
வாடு பல் அகலிலை கோடைக்கு ஒய்யும்
தேக்கு அமல் அடுக்கத்து ஆங்கண் மேக்கு எழுபு  
முளி அரில் பிறந்த வளி வளர் கூர் எரிச்
சுடர் நிமிர் நெடுங்கொடி விடர் முகை முழங்கும்
வெம்மலை அருஞ்சுரம் நீந்தி ஐய
சேறும் என்ற சிறு சொற்கு இவட்கே
வசை இல் வெம்போர் வானவன் மறவன்  
நசையின் வாழ்நர்க்கு நன்கலம் சுரக்கும்
பொய்யா வாய்வாள் புனை கழல் பிட்டன்
மை தவழ் உயர் சிமைக் குதிரைக் கவாஅன்
அகல் அறை நெடுஞ்சுனை துவலையின் மலர்ந்த
தண் கமழ் நீலம் போலக்  
கண் பனி கலுழ்ந்தன நோகோ யானே
"
அகநானூறு,"வருதும் என்ற நாளும் பொய்த்தன
அரி ஏர் உண்கண் நீரும் நில்லா
தண் கார்க்கு ஈன்ற பைங்கொடி முல்லை
வை வாய் வான் முகை அவிழ்ந்த கோதை
பெய் வனப்பு இழந்த கதுப்பும் உள்ளார்  
அருள் கண் மாறலோ மாறுக அந்தில்
அறன் அஞ்சலரே ஆயிழை நமர் எனச்
சிறிய சொல்லிப் பெரிய புலம்பினும்
பனி படு நறும் தார் குழைய நம்மொடு
துனி தீர் முயக்கம் பெற்றோள் போல  
உவக்குநள் வாழிய நெஞ்சே விசும்பின்
ஏறு எழுந்து முழங்கினும் மாறு எழுந்து சிலைக்கும்
கடாஅ யானை கொட்கும் பாசறைப்
போர் வேட்டு எழுந்த மள்ளர் கையதை
கூர் வாள் குவி முகம் சிதைய நூறி  
மான் அடி மருங்கில் பெயர்த்த குருதி
வான மீனின் வயின் வயின் இமைப்ப
அமர் ஓர்த்து அட்ட செல்வம்
தமர் விரைந்து உரைப்பக் கேட்கும் ஞான்றே
"
அகநானூறு,"வேர் முழுது உலறி நின்ற புழல் கால்
தேர்மணி இசையின் சிள்வீடு ஆர்க்கும்
வற்றல் மரத்த பொன்தலை ஓதி
வெயிற்கவின் இழந்த வைப்பில் பையுள் கொள
நுண்ணிதின் நிவக்கும் வெண்ஞெமை வியன் காட்டு  
ஆளில் அத்தத்து அளியள் அவனொடு
வாள்வரி பொருத புண்கூர் யானை
புகர் சிதை முகத்த குருதி வார
உயர் சிமை நெடுங்கோட்டு உருமென முழங்கும்
அருஞ்சுரம் இறந்தனள் என்ப பெருஞ்சீர்  
அன்னி குறுக்கைப் பறந்தலைத் திதியன்
தொல்நிலை முழு முதல் துமியப் பண்ணிய
நன்னர் மெல் இணர்ப் புன்னை போலக்
கடு நவைப் படீஇயர் மாதோ களி மயில்
குஞ்சரக் குரல குருகோடு ஆலும்  
துஞ்சா முழவின் துய்த்தியல் வாழ்க்கைக்
கூழுடைத் தந்தை இடனுடை வரைப்பின்
ஊழ் அடி ஒதுங்கினும் உயங்கும் ஐம்பால்
சிறு பல் கூந்தல் போது பிடித்து அருளாது
எறி கோல் சிதைய நூறவும் சிறுபுறம் 
எனக்கு உரித்து என்னாள் நின்ற என்
அமர்க் கண் அஞ்ஞையை அலைத்த கையே
"
அகநானூறு,"வலிமிகு முன்பின் அண்ணல் ஏஎறு
பனி மலர்ப் பொய்கைப் பகல் செல மறுகி
மடக்கண் எருமை மாண் நாகு தழீஇ
படப்பை நண்ணிப் பழனத்து அல்கும்
கலி மகிழ் ஊரன் ஒலி மணி நெடுந்தேர்  
ஒள்ளிழை மகளிர் சேரிப் பல் நாள்
இயங்கல் ஆனாது ஆயின் வயங்கிழை
யார் கொல் அளியள் தானே எம் போல்
மாயப் பரத்தன் வாய்மொழி நம்பி
வளி பொரத் துயல்வரும் தளி பொழி மலரின்  
கண் பனி ஆகத்து உறைப்பக் கண் பசந்து
ஆயமும் அயலும் மருளத்
தாய் ஓம்பு ஆய் நலம் வேண்டாதோளே
"
அகநானூறு,"ஓங்கு மலைச் சிலம்பில் பிடவுடன் மலர்ந்த
வேங்கை வெறித் தழை வேறு வகுத்தன்ன
ஊன் பொதி அவிழாக் கோட்டு உகிர்க் குருளை
மூன்றுடன் ஈன்ற முடங்கர் நிழத்த
துறுகல் விடர் அளைப் பிணவு பசி கூர்ந்தெனப்  
பொறி கிளர் உழுவைப் போழ்வாய் ஏற்றை
அறு கோட்டு உழைமான் ஆண் குரல் ஓர்க்கும்
நெறிபடு கவலை நிரம்பா நீளிடை
வெள்ளிவீதியைப் போல நன்றும்
செலவு அயர்ந்திசினால் யானே பல புலந்து  
உண்ணா உயக்கமொடு உயிர் செலச் சாஅய்
தோளும் தொல்கவின் தொலைய நாளும்
பிரிந்தோர் பெயர்வுக்கு இரங்கி
மருந்து பிறிது இன்மையின் இருந்து வினை இலனே
"
