poem_id,poet_name,poem,translation,notes,meaning,poet_name_e,title
25.0,மதுரைக் கண்ணங்கூத்தனார்,"கருங்கால் வரகின் பொரிப்போல் அரும்பு அவிழ்ந்து,
ஈர்ந் தண் புறவில் தெறுழ் வீ மலர்ந்தன,
சேர்ந்தன செய் குறி வாரார் அவர் என்று
கூர்ந்த, பசலை அவட்கு.
","Mullai What the heroine’s friend said
In the wet, cool forest, therul
flowers have opened from buds,
looking like puffed millet from
plants with black stems.
Her lover who promised to return
on time has not arrived.
What has arrived, is pallor on her
body.
","  பருவங் கண்டழிந்த தலைவியை ஆற்றவேண்டித் தோழி தன் ஆற்றாமை தோன்ற உரைத்தது.
","கருங்கால் வரகின் பொரிப்போல் – like puffed millet from black-stemmed millet plants, அரும்பு அவிழ்ந்து – buds have blossomed like puffed rice, ஈர்ந் தண் புறவில் – in the wet cool forest, தெறுழ் வீ மலர்ந்தன – therul flowers have bloomed, a vine with blue flowers, சேர்ந்தன – have come, செய் குறி வாரார் அவர் – the man who arranged for trysts has not come, என்று கூர்ந்த பசலை அவட்கு – her abundant pallor spots
",Madhurai Kootanaar,"முல்லை தோழி சொன்னது
"
26.0,மதுரைக் கண்ணங்கூத்தனார்,"நலம் மிகு கார்த்திகை நாட்டவர் இட்ட
தலை நாள் விளக்கின் தகை உடையவாகி,
புலம் எலாம் பூத்தன தோன்றி, சில மொழி,
தூதொடு வந்த மழை.
","Mullai What the heroine’s friend said to her
In all the lands, thōndri flowers
have blossomed looking lovely
like lamps lit on the first day of
splendid Karthikai festival.
Oh friend of few words!  The rain
has arrived with a message!
","  தோழி பருவங்காட்டித் தலைவியை வற்புறுத்தியது.
","நலம் மிகு கார்த்திகை – splendid Karthikai, நாட்டவர் இட்ட – people in the land lit, தலை நாள் விளக்கின் தகை உடையவாகி – appearing lovely like the lamps lit on the first day, புலம் எலாம் பூத்தன தோன்றி – glory lily flowers have blossomed all over the land, சிலமொழி – one of few words, தூதொடு வந்த மழை – rain has come with a message
",Madhurai Kootanaar,"முல்லை தோழி தலைவியிடம் சொன்னது
"
27.0,மதுரைக் கண்ணங்கூத்தனார்,"முருகியம் போல் வானம் முழங்கி இரங்க,
குருகிலை பூத்தன கானம் பிரிவு எண்ணி,
உள்ளாது அகன்றார் என்று, ஊடி யாம் பாராட்ட,
பள்ளியுள் பாயும் பசப்பு.
","Mullai What the heroine’s friend said to her
The sky roars like kurinji drums
and kurukkathi flowers have
blossomed.
If you sulk and nurture anger,
thinking about your lover who
went to the forest not thinking,
you will lie in bed with spreading
pallor.
","  ஊடுதலால் பசலை மிகும் எனத் தோழி தலைவியிடம் கூறி வற்புறுத்தியது.
","முருகு இயம் போல் – like kurinji drums (drums used for Murukan), வானம் முழங்கி இரங்க – the sky roars, குருகிலை பூத்தன – kurukkathi has bloomed, கானம் பிரிவு எண்ணி – thinking about separation to go to the forest, உள்ளாது அகன்றார் – your lover who left without thinking, என்று ஊடி யாம் பாராட்ட – we sulk and encourage/praise our anger, பள்ளியுள் – in bed, பாயும் பசப்பு – spreading pallor
",Madhurai Kootanaar,"முல்லை தோழி தலைவியிடம் சொன்னது
"
28.0,மதுரைக் கண்ணங்கூத்தனார்,"இமிழ் இசை வானம் முழங்க, குமிழின் பூப்
பொன் செய் குழையின் துணர் தூங்க, தண் பதம்
செல்வி உடைய சுரம், நெஞ்சே, காதலி ஊர்
கவ்வை அழுங்கச் செலற்கு.
","Mullai What the hero said to his heart
The sky roars like music.
Golden clusters of kumilam
flowers hang like golden,
dangling earrings.
Oh heart!  The forest is cool
and perfect. When we go into
the town of my beloved woman,
gossip will die down!
","  வினைமுற்றிய தலைமகன் தன் நெஞ்சிடம் கூறியது.
","இமிழ் இசை வானம் முழங்க – the sky roared like music, குமிழின் பூ – kumilam flowers, பொன் செய் குழையின் – like golden earrings, துணர் தூங்க – clusters of flowers, தண் பதம் செல்வி உடைய சுரம் – the wasteland is pretty and cool, நெஞ்சே – oh heart, காதலி ஊர் – the town where my beloved lives, கவ்வை அழுங்க – for gossip to go down செலற்கு – when we go
",Madhurai Kootanaar,"முல்லை தலைவன் தன் நெஞ்சிடம் சொன்னது
"
29.0,மதுரைக் கண்ணங்கூத்தனார்,"பொங்கரும் ஞாங்கர் மலர்ந்தன, தங்காத்
தகை வண்டு பாண் முரலும் கானம் பகை கொண்டல்
எவ்வெத் திசைகளும் வந்தன்று சேறும், நாம்
செவ்வி உடைய சுரம்.
","Mullai What the hero said to his heart
Flowers have blossomed
all over the groves.
Bees that don’t stay in one
place hum songs in the forest.
Clouds have come from all
directions with rage.
The forest is sweet and perfect
for us to pass.
","  வினைமுற்றிய தலைமகன் தன் நெஞ்சிடம் கூறியது.
","பொங்கரும் ஞாங்கர் மலர்ந்தன – in the groves in all directions flowers have blossomed, தங்காத் தகை வண்டு – pretty bees that do not stay in one place, பாண் முரலும் – hum songs, கானம் – forest, பகை கொண்டல் – clouds with enmity, எவ்வெத் திசைகளும் வந்தன்று – came from all directions, சேறும் – it is sweet, நாம் செவ்வி உடைய சுரம் – the forest is perfect for us
",Madhurai Kootanaar,"முல்லை தலைவன் தன் நெஞ்சிடம் சொன்னது
"
30.0,மதுரைக் கண்ணங்கூத்தனார்,"வரை மல்க, வானம் சிறப்ப, உறை போழ்ந்து
இரு நிலம் தீம் பெயல் தாழ, விரை நாற
ஊதை உளரும் நறுந்தண் கா, பேதை
பெரு மடம் நம்மாட்டு உரைத்து.
","Mullai What the hero said to his heart
Sweet rains have come down,
making the mountains prosper,
the sky to grow splendid,
and the huge earth to be split.
Fragrances spread and cold winds
blow in the fragrant, cool forests,
telling us about the great innocence
of my naïve woman.
","  வினைமுற்றிய தலைமகன் தன் நெஞ்சிடம் கூறியது.
","வரை மல்க – mountains to prosper, வானம் சிறப்ப – sky to be splendid, உறை போழ்ந்து – rain splits, இரு நிலம் – huge earth, தீம் பெயல் – sweet rains, தாழ – falling down, விரை நாற – fragrance spreads, ஊதை உளரும் – cold wind blows, நறுந்தண் கா – fragrant cool forest, பேதை – the naïve woman, பெரு மடம் – greatly innocent, நம்மாட்டு உரைத்து – telling us
",Madhurai Kootanaar,"முல்லை தலைவன் தன் நெஞ்சிடம் சொன்னது
"
31.0,மதுரைக் கண்ணங்கூத்தனார்,"கார்ச் சேண் இகந்த கரை மருங்கின் நீர்ச் சேர்ந்து,
எருமை எழில் ஏறு, எறி பவர் சூடி,
செரு மிகு மள்ளரின் செம்மாக்கும் செவ்வி,
திருநுதற்கு யாம் செய் குறி.
","Mullai What the hero said to the charioteer
Handsome male buffaloes,
wearing discarded creepers,
appear beautiful like arrogant
warriors on the shores of ponds
filled by distant rain clouds.
This is the time I indicated that
I would return, to the woman
with a pretty forehead.
","  வினைமுற்றிய தலைமகன் தேர்ப்பாகனிடம் சொல்லியது.
","கார் – clouds, சேண் இகந்த – that were afar, கரை மருங்கின் நீர் – water on the shores, சேர்ந்து – joined, எருமை எழில் ஏறு – handsome male buffaloes, எறி – thrown (by farmers), பவர் சூடி – wearing creeper, செரு மிகு மள்ளரின் செம்மாக்கும் செவ்வி – look beautiful like arrogant warriors, திருநுதற்கு – to the woman with a beautiful brow, யாம் செய் குறி – the time I indicated
",Madhurai Kootanaar,"முல்லை தலைவன் தேர்ப்பாகனிடம் சொன்னது
"
32.0,மதுரைக் கண்ணங்கூத்தனார்,"கடாஅவுக பாக தேர், கார் ஓடக் கண்டே,
கெடாஅப் புகழ் வேட்கைச் செல்வர் மனம் போல்,
படாஅ மகிழ் வண்டு பாண் முரலும், கானம்
பிடாஅப் பெருந்தகை நற்கு.
","Mullai What the hero said to the charioteer
Ride fast the chariot,
oh charioteer, on seeing
the racing rain clouds!
Perfect bees, happy like
the minds of the rich
who desire eternal fame,
hum music.
The forest is exquisite
with pidavam blossoms.
","  வினைமுற்றிய தலைமகன் தேர்ப்பாகனிடம் சொல்லியது.
","கடாஅவுக பாக – ride fast charioteer (கடாஅவுக – இசைநிறை அளபெடை), தேர் – the chariot, கார் ஓடக் கண்டே- on seeing the clouds run, கெடாஅப் புகழ் – unspoiled fame, வேட்கைச் செல்வர் மனம் போல் – like the minds of the rich who desire, படாஅ – with nothing bad, perfect, மகிழ் வண்டு பாண் முரலும் – happy bees hum songs, , கானம் பிடாஅப் பெருந்தகை நற்கு – the pidavam flowers are exquisite in the forest, randia malabarica, wild jasmine
",Madhurai Kootanaar,"முல்லை தலைவன் தேர்ப்பாகனிடம் சொன்னது
"
33.0,மதுரைக் கண்ணங்கூத்தனார்,"கடல் நீர் முகந்த கமஞ் சூல் எழிலி,
குடமலை ஆகத்து கொள் அப்பு இறைக்கும்
இடம் என, ஆங்கே குறி செய்தேம், பேதை
மடமொழி எவ்வம் கெட.
","Mullai What the hero said to the charioteer
Pregnant clouds that had
absorbed water from the ocean,
dump it on the western mountains.
This is the time I indicated that I
would return, to the naïve woman of
delicate words, for her sorrow to end.
","  வினைமுற்றிய தலைமகன் தேர்ப்பாகனிடம் சொல்லியது.
","கடல் நீர் முகந்த கமஞ் சூல் எழிலி – pregnant clouds that absorbed water from the ocean, குடமலை ஆகத்து கொள் அப்பு இறைக்கும் – pours down water (rain) on the western mountains (அப்பு – water), இடம் என ஆங்கே குறி செய்தேம் – I indicated that it is the time, பேதை மடமொழி எவ்வம் கெட – for the sorrow of the naïve woman with delicate words to end
",Madhurai Kootanaar,"முல்லை தலைவன் தேர்ப்பாகனிடம் சொன்னது
"
34.0,மதுரைக் கண்ணங்கூத்தனார்,"விரிதிரை வெள்ளம் வெறுப்பப் பருகி,
பெருவிறல் வானம் பெருவரை சேரும்,
கரு அணி காலம் குறித்தார், திரு அணிந்த
ஒள் நுதல் மாதர் திறத்து.
","Mullai What the heroine’s friend said
The beautiful clouds absorbed
water from the vast, flooding
ocean, became sated, and hating
it, reached the huge mountains,
swollen.
This is the season he indicated
that he would return, to the woman
with a jewel on her bright forehead.
","  பருவங் கண்டழிந்த தலைவியை ஆற்றவேண்டித் தோழி தன் ஆற்றாமை தோன்ற உரைத்தது.
","விரிதிரை வெள்ளம் வெறுப்பப் பருகி – drank the overflowing water from the vast ocean to the point of hating it, பெருவிறல் வானம் – very victorious/beautiful clouds, பெருவரை சேரும் – join the huge mountains, கரு அணி காலம் குறித்தார் – he indicated the time when the clouds swell (become pregnant), திரு அணிந்த ஒள் நுதல் மாதர் திறத்து – to the woman with a bright brow with a jewel called uthi
",Madhurai Kootanaar,"முல்லை தோழி சொன்னது
"
35.0,மதுரைக் கண்ணங்கூத்தனார்,"சென்ற நம் காதலர் சேண் இகந்தார் என்று எண்ணி
ஒன்றிய நோயோடு இடும்பை பல கூர
வென்றி முரசின் இரங்கி எழில் வானம்
நின்றும் இரங்கும், இவட்கு.
","Mullai What the heroine’s friend said
Beautiful clouds roar
like victorious drums
and come down as rain,
pitying her,
the woman suffering with
great distress and pain,
who thinks about her
lover who went far away.
","  பருவங் கண்டழிந்த தலைவியை ஆற்றவேண்டித் தோழி தன் ஆற்றாமை தோன்ற உரைத்தது.
","சென்ற நம் காதலர் – her lover who left, சேண் இகந்தார் என்று எண்ணி – thinking he went far away, ஒன்றிய நோயோடு இடும்பை பல கூர – suffering with great distress and affliction, வென்றி முரசின் இரங்கி – roar like victorious drums, எழில் வானம் – beautiful clouds, நின்றும் இரங்கும் இவட்கு – rain down pitying her
",Madhurai Kootanaar,"முல்லை தோழி சொன்னது
"
36.0,மதுரைக் கண்ணங்கூத்தனார்,"சிரல்வாய் வனப்பின ஆகி, நிரல் ஒப்ப,
ஈர்ந் தண் தளவம் தகைந்தன, சீர்த்தக்க
செல்வ மழை மதர்க் கண் சில் மொழி பேதை ஊர்,
நல் விருந்து ஆக நமக்கு.
","Mullai What the hero said to the charioteer
Wet, cool thalavam
flowers flourish, looking
like rows of kingfishers.
The town of the naïve woman
of few words and pretty eyes,
splendid like rich rains, will
afford us a fine welcome.
","  வினைமுற்றிய தலைமகன் தேர்ப்பாகனிடம் சொல்லியது.
","சிரல்வாய் வனப்பின ஆகி – become beautiful like kingfishers, நிரல் – rows, ஒப்ப – like, ஈர்ந் தண் தளவம் தகைந்தன – wet cool thalavam flourished, golden jasmine, சீர்த் தக்க செல்வ மழை – splendid prosperous rain, மதர்க் கண் – beautiful eyes, சில் மொழி பேதை – naïve woman of few words, ஊர் – town, நல் விருந்து ஆக நமக்கு – fine welcome for us
",Madhurai Kootanaar,"முல்லை தலைவன் தேர்ப்பாகனிடம் சொன்னது
"
37.0,மதுரைக் கண்ணங்கூத்தனார்,"கருங்கடல் மேய்ந்த கமஞ்சூழ் எழிலி
இருங்கல் இறு வரை ஏறி, உயிர்க்கும்
பெரும்பதக் காலையும் வாரார் கொல், வேந்தன்
அருந்தொழில் வாய்த்த நமர்?
","Mullai What the heroine’s friend said to her
The swollen clouds that
absorbed water from the
dark ocean climbed on the
tall mountain ranges and
came down as rain.
Will your man who finished
the king’s difficult business
arrive at this perfect time?
Yes!  He will return on time!
","  தோழி பருவங்காட்டித் தலைவியை வற்புறுத்தியது.
","கருங்கடல் மேய்ந்த கமஞ்சூழ் எழிலி – the pregnant clouds that absorbed water from the dark colored ocean, இருங் கல் இறு வரை ஏறி – climbed on the huge mountain ranges, உயிர்க்கும் – sighs, drops rain, பெரும் பதக் காலையும் வாரார் கொல் – will he come back at that perfect time (he will come back on time), வேந்தன் அருந் தொழில் வாய்த்த நமர் – our man who finished the king’s business
",Madhurai Kootanaar,"முல்லை தோழி தலைவியிடம் சொன்னது
"
38.0,மதுரைக் கண்ணங்கூத்தனார்,"புகர் முகம் பூழிப் புரள, உயர் நிலைய
வெஞ்சின வேழம் பிடியோடு இயைந்து ஆடும்
தண்பதக் காலையும் வாரார் எவன் கொலோ,
ஒண்டொடி ஊடும் நிலை?
","Mullai What the heroine’s friend said to her
He has not come at this time,
when an enraged, tall elephant
with spotted face rubs his head
on the dusty ground and plays
with his female.
Oh friend with bright bangles!
Why this sulking now?
","  தலைவர் பொய்த்தார் எனக் கூறித் தோழி தலைவியை ஆற்றுவித்தது.
","புகர் முகம் பூழிப் புரள – spotted face rubbing on the dusty ground, உயர் நிலைய வெஞ் சின வேழம் – tall elephant with great rage, பிடியோடு இயைந்து ஆடும் – plays together with its female, தண் பதக் காலையும் – at this cool perfect time, வாரார் – he has not come, எவன் கொலோ – why is it, ஒண் தொடி – oh one with bright bangles, ஊடும் நிலை – sulking situation
",Madhurai Kootanaar,"முல்லை தோழி தலைவியிடம் சொன்னது
"
39.0,மதுரைக் கண்ணங்கூத்தனார்,"அலவன் கண் ஏய்ப்ப அரும்பு ஈன்று அவிழ்ந்த
கருங்குரல் நொச்சிப் பசுந்தழை சூடி
இரும்புனம் ஏர்க் கடிகொண்டார் பெருங்கெளவை
ஆகின்று, நம் ஊர் அவர்க்கு.
","Mullai What the heroine’s friend said to her
Wearing dark clusters of nochi
flowers that opened from buds
resembling eyes of crabs,
farmers have started to plow
their huge fields.
Gossip about him has risen in
our town.
","  தலைவர் பொய்த்தார் எனக் கூறித் தோழி தலைவியை ஆற்றுவித்தது.
","அலவன் கண் ஏய்ப்ப – like the eyes of crabs, அரும்பு ஈன்று – have put out buds, அவிழ்ந்த கருங்குரல் நொச்சி – dark clusters of nochi flowers, Chase Tree, vitex agnus-castus, பசுந் தழை சூடி – wearing leaf garments, இரும்புனம் ஏர்க் கடிகொண்டார் – they have started to plow rapidly in the big field, பெருங்கெளவை ஆகின்று – it has become big gossip, நம் ஊர் – our town, அவர்க்கு – to him
",Madhurai Kootanaar,"முல்லை தோழி தலைவியிடம் சொன்னது
"
40.0,மதுரைக் கண்ணங்கூத்தனார்,"வந்தன செய் குறி வாரார் அவர் என்று
நொந்த ஒருத்திக்கு நோய் தீர் மருந்து ஆகி
இந்தின் கரு வண்ணம் கொண்டன்று எழில் வானம்
நந்தும் மென்பேதை நுதல்
","Mullai What the heroine’s friend said to her
A signal has come, as medicine,
to cure the disease of the woman
who is distressed, thinking her
lover would not come on time.
The pretty clouds have attained the
black color of dates.  The brow of the
delicate, naïve woman will glow now.
","  தலைவரின் வரவை அறிவித்து ஆற்றுவித்தது.
","வந்தன – they came, செய் குறி – the signals, வாரார் அவர் என்று நொந்த ஒருத்திக்கு – for the woman who is distressed that he would not come back, நோய் தீர் மருந்து ஆகி – it has become medicine that ends disease, இந்தின் கரு வண்ணம் கொண்டன்று – attained the black color of dates (இந்து – ஈந்து என்பதின் குறுக்கல் விகாரம்), எழில் வானம் – pretty clouds, நந்தும் – will flourish/shine, மென்பேதை நுதல் – forehead of the delicate woman",Madhurai Kootanaar,"முல்லை தோழி தலைவியிடம் சொன்னது
"
